10000;365765.790;229.886
10000;366064.842;230.856
10000;365689.517;230.548
10000;365499.122;228.539
10000;365713.413;225.876
10000;365836.575;226.493
10000;365757.713;228.577
10000;365403.391;225.728
10000;365474.305;222.678
10000;365794.463;226.558
10000;365943.483;229.404
10000;365733.169;230.721
10000;365989.805;228.149
10000;365613.281;225.659
10000;365773.316;227.857
10000;365710.479;227.399
10000;366002.251;226.624
10000;365848.732;223.325
10000;365687.127;224.263
10000;365817.753;227.541
10000;365833.853;223.853
10000;365532.111;226.256
10000;365802.081;225.635
10000;365957.354;226.398
10000;365745.599;223.918
10000;366089.279;226.437
10000;366001.795;230.184
10000;365861.436;226.237
10000;365790.912;223.897
10000;366359.094;228.115
10000;365976.909;228.840
10000;365773.030;227.801
10000;365925.614;224.189
10000;365428.094;226.063
10000;365747.460;224.864
10000;365839.084;225.958
10000;365926.508;226.898
10000;365955.574;227.728
10000;365941.503;225.538
10000;366010.734;226.675
10000;366041.164;224.759
10000;365743.218;224.116
10000;365932.262;227.719
10000;365481.980;226.030
10000;366199.618;226.090
10000;365834.958;224.076
10000;365985.157;224.875
10000;366064.246;227.366
10000;365902.386;226.459
10000;365613.652;225.045
10000;365805.596;224.545
10000;366225.503;227.447
10000;365663.867;223.311
10000;365770.933;226.814
10000;365811.942;221.430
10000;365849.971;225.661
10000;365771.962;227.250
10000;365843.122;227.373
10000;365639.436;227.260
10000;366032.115;223.844
10000;365620.767;225.661
10000;366149.343;226.206
10000;366086.629;225.298
10000;365902.848;227.850
10000;365841.591;224.370
10000;366084.512;228.053
10000;365526.717;224.259
10000;365666.057;225.142
10000;365960.165;221.922
10000;366118.773;229.236
10000;365760.344;225.037
10000;365536.647;226.570
10000;366076.945;226.633
10000;365906.668;224.411
10000;365552.556;224.725
10000;365776.932;221.734
10000;366019.257;228.306
10000;365445.734;224.392
10000;366145.737;224.088
10000;365734.870;224.682
10000;365881.708;224.241
10000;365794.184;224.474
10000;365639.119;221.969
10000;365645.198;223.306
10000;365965.761;226.144
10000;365861.032;227.442
10000;365615.843;226.573
10000;365995.757;226.721
10000;365829.943;225.229
10000;365675.237;226.805
10000;366058.835;226.336
10000;366098.128;226.883
10000;365762.138;224.981
10000;365913.645;227.995
10000;365710.724;224.355
10000;365800.762;227.163
10000;366095.696;225.861
10000;366256.287;226.550
10000;365589.266;223.067
10000;366029.741;225.827
100000;365768.608;71.024
100000;365896.128;71.228
100000;365666.947;71.631
100000;365974.414;71.136
100000;365844.907;71.542
100000;365855.677;71.155
100000;365942.614;71.511
100000;365938.892;70.990
100000;365575.263;71.708
100000;366047.350;71.537
100000;366044.217;71.203
100000;365765.369;71.610
100000;365785.905;71.319
100000;365859.096;71.444
100000;365845.656;71.383
100000;365809.542;71.485
100000;365697.066;71.417
100000;365678.726;71.525
100000;365531.468;71.201
100000;365878.945;71.346
100000;365854.765;71.312
100000;365628.374;71.694
100000;366212.235;71.629
100000;366063.109;71.685
100000;365819.896;71.397
100000;366004.345;71.418
100000;365791.427;71.350
100000;365755.816;71.344
100000;365735.902;71.113
100000;366070.644;71.451
100000;365775.230;71.264
100000;365696.133;71.179
100000;365675.907;71.202
100000;365760.176;71.360
100000;365612.201;71.209
100000;365984.294;71.644
100000;365919.731;71.106
100000;365641.261;71.380
100000;365857.184;71.575
100000;365781.200;71.180
100000;365955.615;71.163
100000;366028.624;71.586
100000;365874.990;71.176
100000;365698.417;71.373
100000;365610.072;71.224
100000;365506.484;70.972
100000;365757.508;70.997
100000;365728.971;71.497
100000;365678.528;71.033
100000;366128.846;71.379
100000;365731.671;71.125
100000;365887.589;71.262
100000;365732.749;71.328
100000;365899.026;71.258
100000;365924.038;71.469
100000;365829.440;71.179
100000;365837.741;71.581
100000;365754.332;70.976
100000;365974.869;71.331
100000;366065.946;71.291
100000;366223.961;71.662
100000;365948.143;71.334
100000;365974.325;71.293
100000;365745.234;71.341
100000;365717.121;71.171
100000;365861.170;71.258
100000;365579.280;71.122
100000;365812.628;71.534
100000;366044.504;71.547
100000;365751.590;71.530
100000;365833.319;71.668
100000;365759.703;71.495
100000;365824.015;71.472
100000;366020.991;71.608
100000;365944.031;71.552
100000;365592.215;71.099
100000;365991.661;71.355
100000;365928.611;71.676
100000;365575.749;71.242
100000;365708.831;71.408
100000;366011.020;71.325
100000;365797.520;71.258
100000;365813.142;71.073
100000;365946.173;71.030
100000;365338.488;71.143
100000;365899.770;71.022
100000;365986.091;71.253
100000;365560.558;71.172
100000;365981.335;71.226
100000;365860.961;71.474
100000;366009.703;71.495
100000;366000.609;71.504
100000;365723.582;71.304
100000;366139.671;71.327
100000;365788.002;71.245
100000;366116.361;71.423
100000;365734.855;71.209
100000;366069.196;71.722
100000;365783.337;71.473
100000;366005.493;71.359
20000;365662.452;158.819
20000;365614.409;159.520
20000;365595.106;158.884
20000;365921.245;159.689
20000;365947.210;160.126
20000;366020.695;160.388
20000;365887.274;161.291
20000;365796.559;160.295
20000;366125.020;159.136
20000;365806.354;160.479
20000;365977.224;159.314
20000;366030.239;160.841
20000;365860.834;159.624
20000;365541.250;158.611
20000;365843.443;160.237
20000;365582.141;158.114
20000;365973.501;159.176
20000;365805.821;159.346
20000;365816.844;159.418
20000;365624.103;158.105
20000;365969.615;158.973
20000;365865.140;160.529
20000;365769.601;159.749
20000;366091.627;160.866
20000;365906.480;158.485
20000;365687.376;159.826
20000;365890.436;159.094
20000;365679.514;159.192
20000;365741.196;158.619
20000;365912.971;159.057
20000;365878.131;160.840
20000;365837.252;160.692
20000;365689.012;158.230
20000;365502.821;158.699
20000;366095.008;160.116
20000;365835.616;160.476
20000;365983.550;159.660
20000;365736.171;160.378
20000;365949.698;160.357
20000;365910.848;158.236
20000;366247.261;160.845
20000;365846.308;158.268
20000;365993.284;159.488
20000;366118.977;159.743
20000;366026.269;161.720
20000;365751.770;158.362
20000;366145.162;159.439
20000;365727.223;159.546
20000;366038.445;158.904
20000;365507.035;158.934
20000;365851.081;161.135
20000;366109.470;159.677
20000;366054.515;159.330
20000;365982.246;161.578
20000;365735.873;160.321
20000;365956.555;159.672
20000;366107.430;159.994
20000;365702.124;160.649
20000;365651.170;158.971
20000;365899.971;160.550
20000;366019.331;160.052
20000;365842.026;158.643
20000;365859.432;158.511
20000;365794.864;159.764
20000;366065.750;160.467
20000;365908.703;160.316
20000;365724.717;160.086
20000;365927.922;160.522
20000;365888.733;159.911
20000;366106.062;158.873
20000;366007.420;159.258
20000;365804.336;159.984
20000;365682.638;160.726
20000;365659.821;159.399
20000;366046.835;159.940
20000;365828.956;160.738
20000;365959.424;158.705
20000;365548.917;158.281
20000;366029.811;160.262
20000;365850.070;159.632
20000;365779.268;161.012
20000;365831.697;158.819
20000;365727.434;160.394
20000;366010.275;158.719
20000;365838.856;159.447
20000;365940.758;158.761
20000;365874.446;159.809
20000;365970.609;159.801
20000;365737.265;158.273
20000;365863.675;159.314
20000;365783.830;159.765
20000;365901.863;160.266
20000;366125.118;159.259
20000;366019.883;160.947
20000;365780.666;158.949
20000;365881.146;160.524
20000;365755.866;160.373
20000;365881.041;160.722
20000;365686.802;159.098
20000;365759.693;159.010
50000;365863.514;100.740
50000;366020.938;101.172
50000;365943.689;101.230
50000;365905.612;100.778
50000;365707.512;100.966
50000;365902.063;101.237
50000;365701.630;101.299
50000;365706.209;100.701
50000;365325.476;100.125
50000;365954.873;101.339
50000;365625.454;101.698
50000;365732.648;100.747
50000;365811.761;101.176
50000;365617.257;100.287
50000;365810.791;100.748
50000;366031.785;101.499
50000;365697.589;100.743
50000;365684.840;100.409
50000;365728.471;101.208
